DATE (UTC),TIME (UTC),USER,HOSTNAME,ARTIFACT,WHAT HAPPENED,SOURCE,COMMENTS
2025-06-25,11:08:50,,,IDS Logs,Alert: 2027237 ET RPC DCERPC SVCCTL - Remote Service Control Manager Access Action: allowed src_ip: 172.16.2.7 59716 dest_ip: 172.16.6.116 135 File: ,Splunk - IDS,IDS Alerts -
2025-06-25,11:08:50,,,IDS Logs,Alert: 2027237 ET RPC DCERPC SVCCTL - Remote Service Control Manager Access Action: allowed src_ip: 172.16.2.7 59718 dest_ip: 172.16.6.116 135 File: ,Splunk - IDS,IDS Alerts -
2025-06-25,11:08:50,,acc-win10-16.site.lan,Windows_Logs,EventId: 4624 Successful logon Computer: acc-win10-16.site.lan Target User: Target: SITE.LAN\Administrator,Splunk - Windows_Logs,Logon/Logoff Activity
2025-06-25,11:08:50,,acc-win10-16.site.lan,Windows_Logs,EventId: 4634 An account was logged off Computer: acc-win10-16.site.lan Target User: Target: site\Administrator,Splunk - Windows_Logs,Logon/Logoff Activity
2025-06-25,11:08:51,,acc-win10-16.site.lan,Windows_Logs,EventId: 4624 Successful logon Computer: acc-win10-16.site.lan Target User: Target: SITE.LAN\Administrator,Splunk - Windows_Logs,Logon/Logoff Activity
2025-06-25,11:08:54,,acc-win10-13.site.lan,Windows_Logs,EventId: 4634 An account was logged off Computer: acc-win10-13.site.lan Target User: Target: site\Administrator,Splunk - Windows_Logs,Logon/Logoff Activity
2025-06-25,11:08:55,,acc-win10-16.site.lan,Windows_Logs,EventId: 4634 An account was logged off Computer: acc-win10-16.site.lan Target User: Target: site\Administrator,Splunk - Windows_Logs,Logon/Logoff Activity
2025-06-25,11:10:34,,acc-win10-13.site.lan,Windows_Logs,EventId: 4624 Successful logon Computer: acc-win10-13.site.lan Target User: Target: NT AUTHORITY\SYSTEM,Splunk - Windows_Logs,Logon/Logoff Activity
2025-06-25,11:10:40,,acc-win10-16.site.lan,Windows_Logs,EventId: 4624 Successful logon Computer: acc-win10-16.site.lan Target User: Target: NT AUTHORITY\SYSTEM,Splunk - Windows_Logs,Logon/Logoff Activity
2025-06-25,11:12:24,,acc-win10-16.site.lan,Windows_Logs,EventId: 4624 Successful logon Computer: acc-win10-16.site.lan Target User: Target: NT AUTHORITY\SYSTEM,Splunk - Windows_Logs,Logon/Logoff Activity
2025-06-25,11:12:25,,acc-win10-16.site.lan,Windows_Logs,EventId: 4624 Successful logon Computer: acc-win10-16.site.lan Target User: Target: NT AUTHORITY\SYSTEM,Splunk - Windows_Logs,Logon/Logoff Activity
2025-06-25,11:14:25,,acc-win10-13.site.lan,Windows_Logs,EventId: 4624 Successful logon Computer: acc-win10-13.site.lan Target User: Target: NT AUTHORITY\SYSTEM,Splunk - Windows_Logs,Logon/Logoff Activity
2025-06-25,11:15:13,,acc-win10-13.site.lan,Windows_Logs,EventId: 4624 Successful logon Computer: acc-win10-13.site.lan Target User: Target: NT AUTHORITY\SYSTEM,Splunk - Windows_Logs,Logon/Logoff Activity
2025-06-25,11:15:16,,acc-win10-16.site.lan,Windows_Logs,EventId: 4624 Successful logon Computer: acc-win10-16.site.lan Target User: Target: NT AUTHORITY\SYSTEM,Splunk - Windows_Logs,Logon/Logoff Activity
2025-06-25,11:16:03,,acc-win10-16.site.lan,Windows_Logs,EventId: 4624 Successful logon Computer: acc-win10-16.site.lan Target User: Target: NT AUTHORITY\SYSTEM,Splunk - Windows_Logs,Logon/Logoff Activity
2025-06-25,11:16:20,,acc-win10-13.site.lan,Windows_Logs,EventId: 4624 Successful logon Computer: acc-win10-13.site.lan Target User: Target: NT AUTHORITY\SYSTEM,Splunk - Windows_Logs,Logon/Logoff Activity
2025-06-25,11:16:20,,acc-win10-16.site.lan,Windows_Logs,EventId: 4624 Successful logon Computer: acc-win10-16.site.lan Target User: Target: NT AUTHORITY\SYSTEM,Splunk - Windows_Logs,Logon/Logoff Activity
2025-06-25,11:16:21,,acc-win10-16.site.lan,Windows_Logs,EventId: 4624 Successful logon Computer: acc-win10-16.site.lan Target User: Target: NT AUTHORITY\SYSTEM,Splunk - Windows_Logs,Logon/Logoff Activity
2025-06-25,11:16:21,,acc-win10-13.site.lan,Windows_Logs,EventId: 4624 Successful logon Computer: acc-win10-13.site.lan Target User: Target: NT AUTHORITY\SYSTEM,Splunk - Windows_Logs,Logon/Logoff Activity
2025-06-25,11:16:22,,acc-win10-16.site.lan,Windows_Logs,EventId: 4624 Successful logon Computer: acc-win10-16.site.lan Target User: Target: NT AUTHORITY\SYSTEM,Splunk - Windows_Logs,Logon/Logoff Activity
2025-06-25,11:16:22,,acc-win10-13.site.lan,Windows_Logs,EventId: 4624 Successful logon Computer: acc-win10-13.site.lan Target User: Target: NT AUTHORITY\SYSTEM,Splunk - Windows_Logs,Logon/Logoff Activity
2025-06-25,11:16:22,,acc-win10-13.site.lan,Windows_Logs,EventId: 4624 Successful logon Computer: acc-win10-13.site.lan Target User: Target: NT AUTHORITY\SYSTEM,Splunk - Windows_Logs,Logon/Logoff Activity
2025-06-25,11:16:22,,acc-win10-13.site.lan,Windows_Logs,EventId: 4624 Successful logon Computer: acc-win10-13.site.lan Target User: Target: NT AUTHORITY\SYSTEM,Splunk - Windows_Logs,Logon/Logoff Activity
2025-06-25,11:16:22,,acc-win10-13.site.lan,Windows_Logs,EventId: 4624 Successful logon Computer: acc-win10-13.site.lan Target User: Target: NT AUTHORITY\SYSTEM,Splunk - Windows_Logs,Logon/Logoff Activity
2025-06-25,11:16:22,,acc-win10-16.site.lan,Windows_Logs,EventId: 4624 Successful logon Computer: acc-win10-16.site.lan Target User: Target: NT AUTHORITY\SYSTEM,Splunk - Windows_Logs,Logon/Logoff Activity
2025-06-25,11:16:22,,acc-win10-16.site.lan,Windows_Logs,EventId: 4624 Successful logon Computer: acc-win10-16.site.lan Target User: Target: NT AUTHORITY\SYSTEM,Splunk - Windows_Logs,Logon/Logoff Activity
2025-06-25,11:16:22,,acc-win10-16.site.lan,Windows_Logs,EventId: 4624 Successful logon Computer: acc-win10-16.site.lan Target User: Target: NT AUTHORITY\SYSTEM,Splunk - Windows_Logs,Logon/Logoff Activity
2025-06-25,11:16:23,,,IDS Logs,Alert: 2027390 ET USER_AGENTS Microsoft Device Metadata Retrieval Client User-Agent Action: allowed src_ip: 172.16.2.6 48688 dest_ip: 23.192.51.165 80 File: ,Splunk - IDS,IDS Alerts -
2025-06-25,11:16:23,,,IDS Logs,Alert: 2027390 ET USER_AGENTS Microsoft Device Metadata Retrieval Client User-Agent Action: allowed src_ip: 172.16.6.113 60111 dest_ip: 172.16.2.6 8080 File: /fwlink/,Splunk - IDS,IDS Alerts -
2025-06-25,11:16:23,,,IDS Logs,Alert: 2027390 ET USER_AGENTS Microsoft Device Metadata Retrieval Client User-Agent Action: allowed src_ip: 172.16.2.6 48716 dest_ip: 23.192.51.165 80 File: /fwlink/,Splunk - IDS,IDS Alerts -
2025-06-25,11:16:23,,,IDS Logs,Alert: 2027390 ET USER_AGENTS Microsoft Device Metadata Retrieval Client User-Agent Action: allowed src_ip: 172.16.6.113 60111 dest_ip: 172.16.2.6 8080 File: /fwlink/,Splunk - IDS,IDS Alerts -
2025-06-25,11:16:23,,,IDS Logs,Alert: 2027390 ET USER_AGENTS Microsoft Device Metadata Retrieval Client User-Agent Action: allowed src_ip: 172.16.2.6 48730 dest_ip: 23.192.51.165 80 File: ,Splunk - IDS,IDS Alerts -
2025-06-25,11:16:23,,,IDS Logs,Alert: 2027390 ET USER_AGENTS Microsoft Device Metadata Retrieval Client User-Agent Action: allowed src_ip: 172.16.6.113 60111 dest_ip: 172.16.2.6 8080 File: /fwlink/,Splunk - IDS,IDS Alerts -
2025-06-25,11:16:23,,,IDS Logs,Alert: 2027390 ET USER_AGENTS Microsoft Device Metadata Retrieval Client User-Agent Action: allowed src_ip: 172.16.6.113 60111 dest_ip: 172.16.2.6 8080 File: /fwlink/,Splunk - IDS,IDS Alerts -
2025-06-25,11:16:23,,,IDS Logs,Alert: 2027390 ET USER_AGENTS Microsoft Device Metadata Retrieval Client User-Agent Action: allowed src_ip: 172.16.2.6 48768 dest_ip: 23.192.51.165 80 File: /fwlink/,Splunk - IDS,IDS Alerts -
2025-06-25,11:16:23,,,IDS Logs,Alert: 2027390 ET USER_AGENTS Microsoft Device Metadata Retrieval Client User-Agent Action: allowed src_ip: 172.16.2.6 48778 dest_ip: 23.192.51.165 80 File: /fwlink/,Splunk - IDS,IDS Alerts -
2025-06-25,11:16:23,,,IDS Logs,Alert: 2027390 ET USER_AGENTS Microsoft Device Metadata Retrieval Client User-Agent Action: allowed src_ip: 172.16.6.113 60111 dest_ip: 172.16.2.6 8080 File: /fwlink/,Splunk - IDS,IDS Alerts -
2025-06-25,11:16:23,,,IDS Logs,Alert: 2027390 ET USER_AGENTS Microsoft Device Metadata Retrieval Client User-Agent Action: allowed src_ip: 172.16.2.6 48834 dest_ip: 23.192.51.165 80 File: /fwlink/,Splunk - IDS,IDS Alerts -
2025-06-25,11:16:23,,,IDS Logs,Alert: 2027390 ET USER_AGENTS Microsoft Device Metadata Retrieval Client User-Agent Action: allowed src_ip: 172.16.6.113 60111 dest_ip: 172.16.2.6 8080 File: /fwlink/,Splunk - IDS,IDS Alerts -
2025-06-25,11:16:23,,,IDS Logs,Alert: 2027390 ET USER_AGENTS Microsoft Device Metadata Retrieval Client User-Agent Action: allowed src_ip: 172.16.2.6 48868 dest_ip: 23.192.51.165 80 File: /fwlink/,Splunk - IDS,IDS Alerts -
2025-06-25,11:16:23,,,IDS Logs,Alert: 2027390 ET USER_AGENTS Microsoft Device Metadata Retrieval Client User-Agent Action: allowed src_ip: 172.16.6.113 60111 dest_ip: 172.16.2.6 8080 File: /fwlink/,Splunk - IDS,IDS Alerts -
2025-06-25,11:16:23,,,IDS Logs,Alert: 2027390 ET USER_AGENTS Microsoft Device Metadata Retrieval Client User-Agent Action: allowed src_ip: 172.16.2.6 48912 dest_ip: 23.192.51.165 80 File: /fwlink/,Splunk - IDS,IDS Alerts -
2025-06-25,11:16:23,,,IDS Logs,Alert: 2027390 ET USER_AGENTS Microsoft Device Metadata Retrieval Client User-Agent Action: allowed src_ip: 172.16.6.113 60111 dest_ip: 172.16.2.6 8080 File: /fwlink/,Splunk - IDS,IDS Alerts -
2025-06-25,11:16:23,,,IDS Logs,Alert: 2027390 ET USER_AGENTS Microsoft Device Metadata Retrieval Client User-Agent Action: allowed src_ip: 172.16.2.6 48952 dest_ip: 23.192.51.165 80 File: /fwlink/,Splunk - IDS,IDS Alerts -
2025-06-25,11:16:23,,,IDS Logs,Alert: 2027390 ET USER_AGENTS Microsoft Device Metadata Retrieval Client User-Agent Action: allowed src_ip: 172.16.6.113 60111 dest_ip: 172.16.2.6 8080 File: /fwlink/,Splunk - IDS,IDS Alerts -
2025-06-25,11:16:23,,,IDS Logs,Alert: 2027390 ET USER_AGENTS Microsoft Device Metadata Retrieval Client User-Agent Action: allowed src_ip: 172.16.2.6 48962 dest_ip: 23.192.51.165 80 File: /fwlink/,Splunk - IDS,IDS Alerts -
2025-06-25,11:16:23,,,IDS Logs,Alert: 2027390 ET USER_AGENTS Microsoft Device Metadata Retrieval Client User-Agent Action: allowed src_ip: 172.16.6.113 60111 dest_ip: 172.16.2.6 8080 File: /fwlink/,Splunk - IDS,IDS Alerts -
2025-06-25,11:16:23,,,IDS Logs,Alert: 2027390 ET USER_AGENTS Microsoft Device Metadata Retrieval Client User-Agent Action: allowed src_ip: 172.16.2.6 48998 dest_ip: 23.192.51.165 80 File: /fwlink/,Splunk - IDS,IDS Alerts -
2025-06-25,11:16:23,,,IDS Logs,Alert: 2027390 ET USER_AGENTS Microsoft Device Metadata Retrieval Client User-Agent Action: allowed src_ip: 172.16.6.113 60111 dest_ip: 172.16.2.6 8080 File: /fwlink/,Splunk - IDS,IDS Alerts -
2025-06-25,11:16:23,,,IDS Logs,Alert: 2027390 ET USER_AGENTS Microsoft Device Metadata Retrieval Client User-Agent Action: allowed src_ip: 172.16.2.6 49016 dest_ip: 23.192.51.165 80 File: /fwlink/,Splunk - IDS,IDS Alerts -
2025-06-25,11:16:23,,,IDS Logs,Alert: 2027390 ET USER_AGENTS Microsoft Device Metadata Retrieval Client User-Agent Action: allowed src_ip: 172.16.6.113 60111 dest_ip: 172.16.2.6 8080 File: /fwlink/,Splunk - IDS,IDS Alerts -
2025-06-25,11:16:23,,,IDS Logs,Alert: 2027390 ET USER_AGENTS Microsoft Device Metadata Retrieval Client User-Agent Action: allowed src_ip: 172.16.2.6 49050 dest_ip: 23.192.51.165 80 File: /fwlink/,Splunk - IDS,IDS Alerts -
2025-06-25,11:16:23,,,IDS Logs,Alert: 2027390 ET USER_AGENTS Microsoft Device Metadata Retrieval Client User-Agent Action: allowed src_ip: 172.16.6.113 60111 dest_ip: 172.16.2.6 8080 File: /fwlink/,Splunk - IDS,IDS Alerts -
2025-06-25,11:16:23,,,IDS Logs,Alert: 2027390 ET USER_AGENTS Microsoft Device Metadata Retrieval Client User-Agent Action: allowed src_ip: 172.16.2.6 49086 dest_ip: 23.192.51.165 80 File: /fwlink/,Splunk - IDS,IDS Alerts -
2025-06-25,11:16:23,,,IDS Logs,Alert: 2027390 ET USER_AGENTS Microsoft Device Metadata Retrieval Client User-Agent Action: allowed src_ip: 172.16.6.113 60111 dest_ip: 172.16.2.6 8080 File: /fwlink/,Splunk - IDS,IDS Alerts -
2025-06-25,11:16:23,,,IDS Logs,Alert: 2027390 ET USER_AGENTS Microsoft Device Metadata Retrieval Client User-Agent Action: allowed src_ip: 172.16.2.6 49152 dest_ip: 23.192.51.165 80 File: /fwlink/,Splunk - IDS,IDS Alerts -
2025-06-25,11:16:23,,,IDS Logs,Alert: 2027390 ET USER_AGENTS Microsoft Device Metadata Retrieval Client User-Agent Action: allowed src_ip: 172.16.6.113 60111 dest_ip: 172.16.2.6 8080 File: /fwlink/,Splunk - IDS,IDS Alerts -
2025-06-25,11:16:24,,,IDS Logs,Alert: 2027390 ET USER_AGENTS Microsoft Device Metadata Retrieval Client User-Agent Action: allowed src_ip: 172.16.2.6 49786 dest_ip: 23.192.51.165 80 File: /fwlink/,Splunk - IDS,IDS Alerts -
2025-06-25,11:16:24,,,IDS Logs,Alert: 2027390 ET USER_AGENTS Microsoft Device Metadata Retrieval Client User-Agent Action: allowed src_ip: 172.16.6.116 60134 dest_ip: 172.16.2.6 8080 File: /fwlink/,Splunk - IDS,IDS Alerts -
2025-06-25,11:16:24,,,IDS Logs,Alert: 2027390 ET USER_AGENTS Microsoft Device Metadata Retrieval Client User-Agent Action: allowed src_ip: 172.16.2.6 49878 dest_ip: 23.192.51.165 80 File: /fwlink/,Splunk - IDS,IDS Alerts -
2025-06-25,11:16:24,,,IDS Logs,Alert: 2027390 ET USER_AGENTS Microsoft Device Metadata Retrieval Client User-Agent Action: allowed src_ip: 172.16.6.116 60134 dest_ip: 172.16.2.6 8080 File: /fwlink/,Splunk - IDS,IDS Alerts -
2025-06-25,11:16:24,,,IDS Logs,Alert: 2027390 ET USER_AGENTS Microsoft Device Metadata Retrieval Client User-Agent Action: allowed src_ip: 172.16.2.6 49880 dest_ip: 23.192.51.165 80 File: ,Splunk - IDS,IDS Alerts -
2025-06-25,11:16:24,,,IDS Logs,Alert: 2027390 ET USER_AGENTS Microsoft Device Metadata Retrieval Client User-Agent Action: allowed src_ip: 172.16.6.116 60134 dest_ip: 172.16.2.6 8080 File: /fwlink/,Splunk - IDS,IDS Alerts -
2025-06-25,11:16:24,,,IDS Logs,Alert: 2027390 ET USER_AGENTS Microsoft Device Metadata Retrieval Client User-Agent Action: allowed src_ip: 172.16.2.6 49926 dest_ip: 23.192.51.165 80 File: /fwlink/,Splunk - IDS,IDS Alerts -
2025-06-25,11:16:24,,,IDS Logs,Alert: 2027390 ET USER_AGENTS Microsoft Device Metadata Retrieval Client User-Agent Action: allowed src_ip: 172.16.6.116 60134 dest_ip: 172.16.2.6 8080 File: /fwlink/,Splunk - IDS,IDS Alerts -
2025-06-25,11:16:24,,,IDS Logs,Alert: 2027390 ET USER_AGENTS Microsoft Device Metadata Retrieval Client User-Agent Action: allowed src_ip: 172.16.2.6 49962 dest_ip: 23.192.51.165 80 File: /fwlink/,Splunk - IDS,IDS Alerts -
2025-06-25,11:16:24,,,IDS Logs,Alert: 2027390 ET USER_AGENTS Microsoft Device Metadata Retrieval Client User-Agent Action: allowed src_ip: 172.16.6.116 60134 dest_ip: 172.16.2.6 8080 File: /fwlink/,Splunk - IDS,IDS Alerts -
2025-06-25,11:16:24,,,IDS Logs,Alert: 2027390 ET USER_AGENTS Microsoft Device Metadata Retrieval Client User-Agent Action: allowed src_ip: 172.16.2.6 50000 dest_ip: 23.192.51.165 80 File: /fwlink/,Splunk - IDS,IDS Alerts -
2025-06-25,11:16:24,,,IDS Logs,Alert: 2027390 ET USER_AGENTS Microsoft Device Metadata Retrieval Client User-Agent Action: allowed src_ip: 172.16.6.116 60134 dest_ip: 172.16.2.6 8080 File: /fwlink/,Splunk - IDS,IDS Alerts -
2025-06-25,11:16:24,,,IDS Logs,Alert: 2027390 ET USER_AGENTS Microsoft Device Metadata Retrieval Client User-Agent Action: allowed src_ip: 172.16.2.6 50020 dest_ip: 23.192.51.165 80 File: /fwlink/,Splunk - IDS,IDS Alerts -
2025-06-25,11:16:24,,,IDS Logs,Alert: 2027390 ET USER_AGENTS Microsoft Device Metadata Retrieval Client User-Agent Action: allowed src_ip: 172.16.6.116 60134 dest_ip: 172.16.2.6 8080 File: /fwlink/,Splunk - IDS,IDS Alerts -
2025-06-25,11:16:25,,,IDS Logs,Alert: 2027390 ET USER_AGENTS Microsoft Device Metadata Retrieval Client User-Agent Action: allowed src_ip: 172.16.2.6 50024 dest_ip: 23.192.51.165 80 File: ,Splunk - IDS,IDS Alerts -
2025-06-25,11:16:25,,,IDS Logs,Alert: 2027390 ET USER_AGENTS Microsoft Device Metadata Retrieval Client User-Agent Action: allowed src_ip: 172.16.6.116 60134 dest_ip: 172.16.2.6 8080 File: /fwlink/,Splunk - IDS,IDS Alerts -
2025-06-25,11:16:25,,,IDS Logs,Alert: 2027390 ET USER_AGENTS Microsoft Device Metadata Retrieval Client User-Agent Action: allowed src_ip: 172.16.2.6 50046 dest_ip: 23.192.51.165 80 File: /fwlink/,Splunk - IDS,IDS Alerts -
2025-06-25,11:16:25,,,IDS Logs,Alert: 2027390 ET USER_AGENTS Microsoft Device Metadata Retrieval Client User-Agent Action: allowed src_ip: 172.16.6.116 60134 dest_ip: 172.16.2.6 8080 File: /fwlink/,Splunk - IDS,IDS Alerts -
2025-06-25,11:16:25,,,IDS Logs,Alert: 2027390 ET USER_AGENTS Microsoft Device Metadata Retrieval Client User-Agent Action: allowed src_ip: 172.16.2.6 50072 dest_ip: 23.192.51.165 80 File: /fwlink/,Splunk - IDS,IDS Alerts -
2025-06-25,11:16:25,,,IDS Logs,Alert: 2027390 ET USER_AGENTS Microsoft Device Metadata Retrieval Client User-Agent Action: allowed src_ip: 172.16.6.116 60134 dest_ip: 172.16.2.6 8080 File: /fwlink/,Splunk - IDS,IDS Alerts -
2025-06-25,11:16:25,,,IDS Logs,Alert: 2027390 ET USER_AGENTS Microsoft Device Metadata Retrieval Client User-Agent Action: allowed src_ip: 172.16.2.6 50092 dest_ip: 23.192.51.165 80 File: /fwlink/,Splunk - IDS,IDS Alerts -
2025-06-25,11:16:25,,,IDS Logs,Alert: 2027390 ET USER_AGENTS Microsoft Device Metadata Retrieval Client User-Agent Action: allowed src_ip: 172.16.6.116 60134 dest_ip: 172.16.2.6 8080 File: /fwlink/,Splunk - IDS,IDS Alerts -
2025-06-25,11:16:25,,,IDS Logs,Alert: 2027390 ET USER_AGENTS Microsoft Device Metadata Retrieval Client User-Agent Action: allowed src_ip: 172.16.2.6 50120 dest_ip: 23.192.51.165 80 File: /fwlink/,Splunk - IDS,IDS Alerts -
2025-06-25,11:16:25,,,IDS Logs,Alert: 2027390 ET USER_AGENTS Microsoft Device Metadata Retrieval Client User-Agent Action: allowed src_ip: 172.16.6.116 60134 dest_ip: 172.16.2.6 8080 File: /fwlink/,Splunk - IDS,IDS Alerts -
2025-06-25,11:16:25,,,IDS Logs,Alert: 2027390 ET USER_AGENTS Microsoft Device Metadata Retrieval Client User-Agent Action: allowed src_ip: 172.16.2.6 50148 dest_ip: 23.192.51.165 80 File: /fwlink/,Splunk - IDS,IDS Alerts -
2025-06-25,11:16:25,,,IDS Logs,Alert: 2027390 ET USER_AGENTS Microsoft Device Metadata Retrieval Client User-Agent Action: allowed src_ip: 172.16.6.116 60134 dest_ip: 172.16.2.6 8080 File: /fwlink/,Splunk - IDS,IDS Alerts -
2025-06-25,11:16:25,,,IDS Logs,Alert: 2027390 ET USER_AGENTS Microsoft Device Metadata Retrieval Client User-Agent Action: allowed src_ip: 172.16.2.6 50262 dest_ip: 23.192.51.165 80 File: /fwlink/,Splunk - IDS,IDS Alerts -
2025-06-25,11:16:25,,,IDS Logs,Alert: 2027390 ET USER_AGENTS Microsoft Device Metadata Retrieval Client User-Agent Action: allowed src_ip: 172.16.6.116 60134 dest_ip: 172.16.2.6 8080 File: /fwlink/,Splunk - IDS,IDS Alerts -
2025-06-25,11:16:25,,,IDS Logs,Alert: 2027390 ET USER_AGENTS Microsoft Device Metadata Retrieval Client User-Agent Action: allowed src_ip: 172.16.2.6 50310 dest_ip: 23.192.51.165 80 File: /fwlink/,Splunk - IDS,IDS Alerts -
2025-06-25,11:16:25,,,IDS Logs,Alert: 2027390 ET USER_AGENTS Microsoft Device Metadata Retrieval Client User-Agent Action: allowed src_ip: 172.16.6.116 60134 dest_ip: 172.16.2.6 8080 File: /fwlink/,Splunk - IDS,IDS Alerts -
2025-06-25,11:16:26,,acc-win10-13.site.lan,Windows_Logs,EventId: 4624 Successful logon Computer: acc-win10-13.site.lan Target User: Target: NT AUTHORITY\SYSTEM,Splunk - Windows_Logs,Logon/Logoff Activity
2025-06-25,11:16:29,,acc-win10-16.site.lan,Windows_Logs,EventId: 4624 Successful logon Computer: acc-win10-16.site.lan Target User: Target: NT AUTHORITY\SYSTEM,Splunk - Windows_Logs,Logon/Logoff Activity
2025-06-25,11:16:37,,acc-win10-13.site.lan,Windows_Logs,EventId: 4624 Successful logon Computer: acc-win10-13.site.lan Target User: Target: NT AUTHORITY\SYSTEM,Splunk - Windows_Logs,Logon/Logoff Activity
